,price,total_square,floor
54475,12999000,66.8,7
54476,30394112,76.6,4
54479,8400000,37.8,1
54480,44500000,83.0,4
54482,10700000,42.7,20
54483,12700000,62.0,8
54484,13170500,36.0,19
54485,43452500,95.5,38
54486,24814125,48.3,4
54487,79000000,127.0,6
54488,11300000,30.0,5
54489,12600000,68.6,4
54490,12000000,30.0,6
54492,12700000,58.4,1
54493,11150000,68.0,13
54494,20400000,78.0,20
54495,45000000,90.8,27
54496,80730450,105.53,15
54497,6690000,35.9,14
54498,16537434,54.8,9
54499,31000000,83.1,14
54500,16000000,37.9,2
54501,10000000,60.0,1
54502,9800000,37.9,2
54503,14800000,56.1,2
54504,11600000,52.1,5
54505,10460316,40.0,7
54506,8900000,59.1,8
54507,13450000,39.1,21
54508,29500000,70.0,2
54510,53670549,140.5,3
54511,60674740,141.4,2
54512,22550000,65.0,6
54513,10990000,40.0,10
54514,17662800,43.08,12
54515,14250000,50.9,5
54516,15900000,72.1,5
54517,18800000,60.1,6
54518,13100000,59.4,1
54519,12000000,72.19,9
54520,26287161,76.08,22
54521,17000000,61.2,1
54522,14247342,48.0,15
54523,18990000,75.1,8
54524,75000000,94.0,1
54525,5900000,44.3,5
54526,21430000,37.32,22
54527,13147417,51.1,10
54528,47567520,100.1,32
54529,22275000,66.2,3
54530,9500000,61.0,15
54531,20250000,38.03,12
54532,8546941,43.6,4
54533,9650000,34.7,2
54534,26200000,77.0,15
54535,14239030,38.0,34
54536,10901250,42.18,6
54537,8594120,40.2,14
54538,14800000,74.0,5
54539,11000000,44.8,6
54540,6500000,30.4,1
54541,10200000,38.0,5
54542,22249644,62.0,4
54543,12350000,59.0,6
54545,16000000,40.6,18
54546,6600000,49.0,3
54547,11285640,26.1,41
54548,36950000,92.0,6
54549,7908000,65.9,5
54550,6667352,43.5,10
54551,7400000,27.5,6
54552,12800000,37.6,4
54553,22722150,70.5,25
54554,7485000,45.0,8
54555,9350000,28.4,2
54556,27856610,70.9,9
54557,13803757,26.38,15
54558,29990000,90.6,2
54559,20178679,56.4,49
54560,17500000,66.5,3
54561,11517000,34.9,4
54562,10320000,43.0,2
54563,21635676,74.0,18
54564,20627430,66.1,15
54565,36900000,73.8,10
54566,15990957,72.8,11
54567,8850000,70.0,11
54568,42500000,71.0,7
54569,21998000,51.0,10
54570,5501949,40.28,6
54572,30999000,91.3,10
54573,13000000,46.0,5
54574,24121563,71.2,2
54575,9300000,42.0,9
54576,14150985,63.2,26
54577,11400000,39.0,17
54578,12426000,38.0,18
54579,15800000,53.3,5
54580,47598614,97.1,5
54581,9190000,68.7,2
54583,8700000,52.5,5
54585,18000000,105.0,7
54586,45001422,89.9,9
54587,46453500,99.9,7
54588,6014600,30.89,4
54589,44688785,85.7,4
54590,11000000,51.0,8
54592,5500000,32.0,4
54593,20636540,61.0,20
54594,25000000,75.0,11
54595,13000000,44.0,7
54596,10500000,44.6,1
54597,8500000,35.0,4
54598,14500000,70.0,7
54599,12980742,38.0,2
54600,22950000,94.6,5
54601,14800000,41.8,3
54602,13300000,87.0,8
54603,19500000,74.0,8
54604,12000000,100.4,4
54605,17290000,58.1,3
54606,16700000,41.4,2
54607,6700000,46.9,11
54608,42000000,95.0,16
54609,21500000,79.2,5
54610,9900000,60.2,10
54611,53115598,127.9,10
54612,12500000,48.6,10
54613,9990000,38.0,10
54616,15877585,56.3,16
54617,13100000,50.3,5
54618,12730570,38.0,5
54619,11518000,26.0,34
54620,63556768,106.0,23
54621,9249999,32.0,4
54622,16900000,42.6,7
54623,8700000,30.0,13
54624,7300000,41.0,8
54625,7877814,51.46,19
54626,6600000,45.0,3
54627,25568000,54.4,7
54628,7000000,40.0,14
54629,21000000,57.0,9
54630,30000000,63.4,9
54632,9975989,34.0,33
54633,19651360,46.7,14
54634,9576300,41.0,7
54635,11700000,59.0,12
54636,11300000,44.2,1
54637,25130000,42.3,6
54639,10747282,35.4,7
54640,14999000,54.9,16
54641,7200000,32.0,5
54642,24900000,63.0,17
54643,14250000,53.9,1
54644,10450000,37.5,8
54645,10500000,56.1,3
54646,28000000,75.1,14
54647,9561600,26.0,16
54648,10078185,38.0,11
54649,16300000,77.4,13
54650,13500000,53.0,4
54651,13179000,38.0,20
54652,13700000,53.4,12
54653,17484606,82.7,1
54654,12750000,52.5,5
54655,15900000,67.5,9
54656,9934956,25.0,20
54658,76500000,136.0,45
54659,6500000,44.6,2
54660,9450000,30.7,4
54661,25736053,85.8,6
54662,12800000,75.0,7
54664,17979565,41.89,24
54665,15000000,59.0,7
54666,37000000,82.0,13
54668,20500000,68.0,2
54669,32000000,73.0,4
54670,8990000,36.0,2
54671,12500000,58.7,5
54672,27000000,65.4,5
54673,35085890,74.81,26
54674,9950000,45.0,7
54675,18982790,36.66,10
54676,60000000,93.2,1
54677,14950000,53.0,12
54678,18410350,114.35,13
54679,9700000,65.0,14
54680,33580892,63.0,20
54681,35397793,86.13,34
54682,8555000,43.0,15
54683,10700242,35.25,20
54684,14800000,105.1,2
54685,114000000,130.3,7
54686,18000000,48.0,3
54687,5700000,33.6,2
54689,21000000,52.0,16
54692,12800000,72.4,11
54693,6450000,31.0,4
54694,10300000,44.5,11
54695,29500000,75.7,8
54696,17900000,51.7,11
54697,7366915,34.52,15
54698,5600000,29.7,9
54699,6300000,36.6,4
54700,59500000,154.0,10
54701,52750320,95.2,6
54702,6667352,43.51,14
54703,39300000,135.1,2
54704,25000000,99.0,4
54705,19200000,60.6,2
54706,30081561,103.2,4
54707,10000000,54.0,2
54709,24956380,48.0,23
54710,26384724,43.0,3
54711,20500000,42.2,3
54713,13799895,60.0,7
54714,47666850,133.0,17
54715,12981682,36.2,11
54716,15459360,43.0,23
54717,15000000,63.0,11
54718,19570000,47.5,18
54719,26901000,54.9,18
54720,21900000,36.0,24
54721,47000000,146.2,3
54722,18900000,62.0,9
54723,9500000,50.9,3
54724,8765309,24.4,10
54725,10700000,61.6,20
54726,13700000,43.0,2
54727,13400380,58.89,8
54728,9000000,65.0,9
54729,15500000,73.0,8
54730,19950000,115.0,5
54731,15477777,81.8,6
54732,8900000,45.7,6
54733,32900000,102.0,12
54734,11899000,69.5,4
54735,44001408,83.2,23
54736,10250000,40.0,8
54737,16700000,56.0,9
54738,21032240,80.8,2
54739,30570680,66.0,38
54740,16800000,59.1,2
54741,10207672,33.3,20
54743,14950000,77.3,16
54744,22199000,57.5,3
54745,17000000,32.2,3
54746,13800000,62.5,3
54747,11550000,35.7,3
54748,18200000,84.3,7
54749,26900000,85.0,17
54751,9500000,61.2,3
54752,12500000,62.3,11
54753,12450000,54.0,11
54754,9845000,38.5,13
54755,14500000,45.0,2
54756,12100000,31.5,5
54757,14150000,40.0,17
54758,59000000,131.0,6
54759,14799000,54.0,5
54760,34885488,77.0,24
54761,12400000,81.1,3
54762,13113086,46.3,3
54763,11900000,44.9,2
54764,32500000,76.0,15
54765,6500000,37.6,9
54766,9800000,54.1,9
54767,15990000,46.5,8
54768,14900000,37.93,6
54769,26550000,46.0,4
54770,12950000,37.0,3
54771,8900000,53.4,4
54772,20050000,77.1,8
54773,38000000,85.4,8
54775,34000000,50.0,10
54776,50000000,104.6,10
54777,20500000,62.0,12
54778,8200000,53.1,3
54779,35480000,60.99,16
54780,17400000,74.0,15
54781,33000000,75.0,7
54782,6927896,32.03,10
54783,40000000,112.0,3
54784,19768748,66.0,12
54785,6984875,32.3,9
54786,17500000,75.0,7
54787,6400000,43.7,5
54788,20300000,58.0,3
54789,10400000,33.0,6
54790,27360000,72.0,21
54791,28165479,64.33,6
54792,10900000,49.7,2
54793,27999000,66.0,12
54794,16500000,92.0,14
54795,13500000,51.0,2
54797,9487539,34.99,24
54798,27000000,112.2,13
54799,20950000,65.0,19
54800,57800000,136.8,9
54801,30960000,68.8,12
54802,15500000,107.5,15
54804,21056200,44.6,2
54805,47000000,106.0,13
54806,30016174,102.1,9
54807,23500000,78.4,2
54808,14300000,50.8,2
54809,9631591,35.1,3
54810,9500000,41.72,13
54811,10000000,50.5,2
54812,10030884,37.1,6
54813,28202280,59.7,15
54814,6000000,40.0,4
54815,67000000,85.8,6
54816,13243697,36.2,25
54817,8499000,43.0,12
54818,14674340,47.0,3
54819,7590000,25.9,11
54820,26917018,57.7,6
54821,17700000,47.4,2
54822,16900000,70.0,20
54823,55000000,130.0,6
54824,7800000,63.0,2
54825,25790000,67.8,11
54826,12100000,74.2,5
54827,79853680,137.3,19
54828,10638032,58.0,8
54829,15000000,49.8,4
54830,13450000,36.8,10
54831,36000000,75.9,6
54832,10500000,51.3,9
54833,13000000,71.0,3
54834,5500000,41.6,5
54835,20950000,71.0,5
54836,13648056,58.73,18
54837,10350000,34.2,6
54838,34912800,65.0,4
54840,6300000,43.0,3
54841,27533000,138.8,3
54842,18000000,92.1,5
54843,5500000,26.4,5
54844,9300000,35.0,2
54846,14800000,50.7,4
54847,11750000,66.1,10
54848,6149999,32.0,4
54849,25500000,54.0,11
54851,18000000,54.0,1
54852,9200000,53.7,2
54853,10200000,30.4,4
54854,12700885,38.29,19
54856,13000000,61.4,2
54857,13321160,56.5,24
54858,9700000,47.0,13
54859,23250000,97.0,6
54860,6100000,31.0,13
54861,29758309,96.92,21
54863,6000000,25.0,16
54864,6100000,50.0,1
54865,22300539,44.61,21
54867,38000000,89.5,20
54868,6310054,42.16,16
54869,6299000,42.9,1
54870,15500000,32.0,4
54871,25300000,63.0,5
54872,10800000,38.0,2
54873,47995500,73.5,6
54874,14300000,43.3,4
54875,21500000,74.0,23
54876,32512208,108.0,8
54877,14750000,57.5,11
54878,59000000,118.8,6
54879,84657440,130.0,10
54881,15500000,50.0,1
54882,39412800,103.5,9
54883,37280000,64.17,19
54884,20100000,74.3,12
54885,7065674,35.8,7
54886,22000000,43.3,4
54887,22140604,58.0,18
54888,9971010,39.9,2
54889,7800000,43.6,2
54890,39000000,50.0,2
54891,12666500,38.5,19
54892,15500000,40.0,12
54893,21500000,77.0,4
54895,5499000,38.1,1
54896,12900000,34.1,1
54897,67675002,66.2,5
54898,27300000,79.4,2
54899,17500000,72.7,4
54900,8300000,40.1,18
54902,15800000,28.0,4
54903,17966432,44.13,23
54904,34000000,68.7,8
54905,13376486,56.5,25
54906,13624096,53.8,6
54907,10450000,45.0,4
54909,120000000,135.3,25
54910,5700000,30.0,12
54911,38000000,61.0,12
54912,12799999,31.5,1
54913,7725758,26.0,4
54914,7758028,41.89,12
54915,14900000,76.9,24
54917,24422118,69.32,6
54919,16999000,63.7,4
54920,20000000,88.0,10
54921,14500000,90.1,14
54922,12400000,36.0,11
54923,7200000,52.4,7
54924,21700000,54.0,12
54925,11900000,64.3,5
54926,35500000,48.0,7
54927,14400000,52.6,11
54928,72400000,80.0,4
54929,9300000,53.5,17
54930,26000000,69.0,6
54931,13000000,42.0,19
54932,79242992,153.0,10
54933,23990000,63.0,17
54935,18603963,92.7,12
54936,40000000,44.0,5
54937,6800000,43.1,1
54938,15500000,70.0,1
54941,55000000,142.0,1
54942,12106331,37.0,5
54943,17862612,58.0,3
54944,35900000,84.5,20
54945,85000000,140.1,6
54946,37804580,83.27,11
54947,17200000,71.2,10
54948,20000000,61.7,16
54949,7200000,41.0,14
54950,11000000,44.5,9
54951,7455000,37.1,8
54952,67000000,145.0,5
54953,16898700,61.9,11
54954,12927703,33.0,20
54955,7400000,39.0,11
54956,20500000,99.6,3
54957,47000000,103.0,2
54958,27735960,37.1,6
54959,13400000,88.3,15
54960,18500000,57.2,5
54961,20591440,44.0,2
54962,5500000,28.0,6
54963,12000000,54.0,10
54965,14300000,61.1,4
54966,16500000,60.0,7
54967,16999000,67.0,5
54968,8200000,32.5,8
54970,7200000,46.0,2
54971,15763500,56.5,12
54973,16898000,59.5,8
54974,18000000,51.1,8
54975,32507650,70.9,11
54976,13300000,78.6,4
54977,15200000,77.0,17
54978,11550000,34.0,13
54979,11740000,53.0,5
54980,20000000,60.7,3
54981,14300000,80.9,12
54982,39990000,58.0,2
54984,40000000,75.0,23
54985,17599000,56.0,7
54986,7800000,44.8,4
54987,21500000,85.0,7
54988,8657476,28.0,8
54989,10990000,64.0,11
54990,28000000,63.4,15
54991,9512100,27.0,20
54993,54422640,118.2,2
54994,15895000,54.0,16
54995,19950000,70.0,6
54996,18790000,57.2,10
54997,25345199,81.2,15
54999,7900000,40.9,4
55000,14616144,42.0,29
55001,15587723,53.0,12
55002,55000000,114.0,7
55003,5800000,25.5,15
55004,29500000,65.6,5
55005,15770311,61.1,15
55006,19510470,59.94,23
55007,15800000,52.3,7
55008,16990000,60.3,9
55009,89000000,120.0,4
55010,14999999,44.5,4
55011,13600000,60.0,6
55012,13450400,39.1,26
55013,23896722,62.3,11
55014,6900000,36.1,11
55015,7400000,37.9,5
55016,14819528,40.4,47
55017,18700000,74.6,8
55019,6100000,44.5,4
55020,13500000,38.85,17
55021,53300000,103.0,19
55023,16180000,30.0,8
55024,20500000,64.9,3
55025,11067589,55.45,16
55026,21500000,44.0,20
55027,44500000,137.0,12
55028,10150000,67.8,12
55029,15388380,35.4,20
55030,18400000,88.0,11
55032,13500000,36.0,14
55035,25792215,65.25,15
55036,12500000,39.5,6
55037,25955760,50.0,13
55038,11999999,66.0,4
55039,19500000,97.6,3
55040,75300000,133.0,20
55041,12490000,104.7,5
55042,14500000,65.0,1
55043,37050000,65.0,16
55044,46180050,72.1,24
55046,21941220,71.0,17
55047,11756354,58.8,29
55049,12500000,64.0,6
55050,9700000,38.6,12
55051,7850000,34.5,2
55052,15459360,42.8,23
55053,22500000,58.0,9
55054,32500000,80.0,16
55055,31456320,69.44,33
55056,7450000,41.0,3
55057,29400000,74.0,7
55059,28500000,102.4,8
55060,7200000,37.0,4
55061,14318486,26.6,8
55062,8550000,46.7,16
55063,8600000,29.3,8
55064,29000000,72.6,17
55065,20300000,76.5,8
55066,43500000,128.1,9
55067,9233696,35.9,6
55068,11400000,58.8,6
55069,7200000,39.1,9
55070,45300000,108.0,8
55071,13538660,30.2,2
55072,12500000,75.5,19
55073,75000000,151.0,4
55074,15739840,48.7,6
55075,22950000,76.0,25
55076,13000000,70.6,2
55077,36500000,85.4,17
55078,14700000,60.0,8
55079,7299000,41.0,13
55080,62283820,70.6,3
55081,15873000,78.0,7
55082,6500000,48.41,1
55083,18700000,99.0,3
55084,31295000,56.9,2
55085,19650000,45.0,5
55086,10800000,42.0,12
55087,7750000,38.8,22
55089,22803040,57.7,38
55091,21500000,60.3,2
55092,10900000,54.52,17
55093,47750894,65.4,15
55094,46440000,98.0,14
55095,11290000,37.2,12
55096,9193000,66.1,6
55097,18502960,56.0,29
55098,12663600,34.6,25
55099,12999000,73.2,2
55100,26000000,83.0,3
55101,119798250,124.13,3
55103,8566000,65.1,6
55104,12500000,60.0,7
55105,8800000,35.5,8
55106,27500000,80.0,5
55107,20548027,71.5,18
55109,15750000,54.5,1
55110,37843256,82.0,9
55111,15900000,54.0,8
55112,19000000,96.0,3
55113,16700000,63.0,12
55114,15999999,55.0,2
55115,21755600,79.0,16
55116,8990000,41.2,5
55117,5500000,33.2,11
55118,47839224,125.8,27
55119,14000000,50.6,2
55120,15000000,45.0,8
55121,45900000,84.9,6
55123,32700000,83.0,6
55124,27920000,54.8,17
55125,58370220,123.0,44
55126,12300000,64.0,1
55127,14996160,73.8,5
55128,9500000,43.0,4
55129,11500000,51.2,1
55130,14992732,62.95,22
55132,8500000,42.0,5
55133,18500000,40.6,9
55134,11500000,90.0,3
55135,7652387,23.6,12
55136,21000000,84.7,17
55137,11426227,49.0,28
55139,19100000,52.5,2
55140,13232192,41.5,12
55142,10800000,38.0,1
55144,57285000,100.5,13
55145,13700000,39.9,21
55146,22000000,40.0,14
55147,11250000,63.0,10
55148,14000000,53.9,15
55149,6850000,42.0,15
55150,14800000,72.3,6
55151,14800000,44.0,5
55152,9150000,68.7,4
55153,23900000,54.0,4
55155,7500000,55.0,1
55156,14100000,76.0,25
55157,32999000,50.6,6
55158,15900000,103.5,4
55159,14900000,74.1,16
55160,6500000,43.0,10
55161,56832000,102.4,3
55162,8200000,40.3,4
55163,6300000,41.0,2
55164,32363560,42.0,6
55165,7700000,32.0,9
55166,9500000,35.0,3
55167,40755000,82.5,6
55168,33900000,80.0,3
55169,21117125,62.5,17
55170,60000000,120.0,21
55171,6932919,39.1,5
55172,18850000,63.0,5
55173,10800000,40.7,3
55174,8700000,40.0,10
55175,10000000,38.0,4
55176,14500000,53.8,1
55178,15990000,72.4,12
55179,35000000,98.6,14
55180,15294458,52.5,8
55181,13000000,50.0,8
55182,17900000,78.5,14
55184,13500000,39.0,12
55185,8800000,63.0,1
55186,15500000,63.2,4
55187,10999000,84.2,13
55188,24500000,75.9,15
55189,11800000,79.3,17
55190,46590000,63.0,14
55191,12500000,69.1,3
55192,18000000,88.0,6
55193,18662206,67.7,10
55194,6500000,33.1,4
55195,13750000,32.0,12
55196,11457864,37.0,7
55197,6000000,43.1,5
55198,33181440,86.0,2
55200,9366859,25.4,13
55201,14000000,42.1,9
55202,33000000,82.7,19
55203,12500000,97.0,1
55204,13600000,35.1,7
55205,36978946,53.7,8
55206,16999000,60.0,13
55207,8900000,62.0,5
55208,5680000,33.0,7
55209,7441672,27.5,6
55210,13000000,80.3,22
55211,69602000,96.6,17
55212,10349000,47.11,5
55213,15750000,53.5,4
55214,39300000,93.0,6
55215,26202660,64.0,30
55217,32500000,102.0,29
55218,8500000,31.5,2
55219,21000000,99.1,7
55220,13500000,82.3,8
55221,14099000,43.8,5
55222,13500000,61.2,3
55223,9799733,50.3,6
55224,10706445,47.4,6
55225,132000000,143.0,21
55226,8800000,39.0,2
55227,20500000,62.0,8
55228,18350000,38.5,10
55229,12600000,54.0,8
55230,30158440,92.0,2
55231,11800000,53.0,7
55232,9650000,39.0,11
55233,13400000,108.0,16
55235,12800000,75.0,10
55238,28000000,45.0,12
55239,13500000,39.0,9
55240,5300000,27.0,5
55241,32301360,88.74,4
55242,19193536,59.22,3
55243,10300000,28.0,3
55244,24900000,56.0,6
55245,16401600,80.4,5
55246,24999000,60.0,2
55247,9889000,41.4,2
55248,10771588,47.7,12
55249,35690000,68.0,13
55250,17396080,55.9,18
55252,15733468,78.84,15
55253,35500000,77.0,3
55254,9200000,38.0,10
55255,20900000,50.1,2
55256,17956556,53.3,22
55257,11200000,35.7,5
55258,52546085,101.4,31
55259,16000000,71.9,2
55260,21800000,104.0,12
55261,18700000,56.0,5
55262,6500000,45.0,1
55263,10303497,51.97,13
55265,6750000,32.2,7
55266,11002042,38.2,22
55267,7200000,34.1,6
55268,6999000,26.7,9
55269,26864574,78.8,30
55270,16200000,75.7,15
55271,43235640,116.1,3
55272,15908453,59.8,2
55273,7199999,46.0,2
55274,21871532,61.51,6
55275,6900000,34.1,3
55276,41000000,114.4,12
55278,18500000,55.0,3
55279,11013393,40.0,7
55280,15989051,47.19,23
55281,9000000,35.0,4
55282,10750000,32.0,9
55283,10950000,43.4,4
55284,31500000,50.0,1
55285,20632552,64.87,10
55286,6200000,26.4,8
55287,12350000,53.8,8
55288,21834120,42.0,5
55289,12806820,33.8,2
55291,25668580,44.0,14
55292,13747000,59.44,16
55293,10900000,37.7,12
55294,8450000,31.8,8
55295,7503779,34.9,12
55296,12730000,50.5,5
55297,29000000,74.0,4
55298,17900000,72.0,6
55299,11000000,30.2,5
55300,95000000,153.9,6
55301,6000000,37.3,7
55302,9990000,49.5,22
55303,9200000,55.4,2
55304,16873364,83.0,7
55305,18000000,40.2,24
55306,5000000,28.5,4
55307,72000000,145.0,36
55308,31951800,69.0,26
55309,6800000,38.1,7
55311,14042236,39.8,35
55312,8700000,58.6,14
55313,6100000,35.0,5
55314,39500000,88.4,24
55315,14646447,61.6,12
55316,11317819,40.2,12
55317,8900000,54.0,8
55318,27000000,70.0,4
55319,44500000,70.0,3
55320,45000000,58.0,3
55321,13900000,73.7,23
55322,17800000,55.0,11
55323,6890000,41.0,3
55324,12800000,84.2,15
55325,8050000,51.6,15
55326,14800000,80.1,15
55327,15500000,64.0,3
55328,10200000,57.7,1
55330,15400000,68.7,14
55331,19397630,36.0,30
55332,12400000,30.4,5
55333,27659040,46.4,6
55334,7700000,41.8,2
55335,6200000,25.0,2
55336,28500000,80.0,18
55337,25105600,41.6,17
55338,9588151,39.5,16
55339,13500000,78.2,6
55340,20368100,71.0,3
55341,7100000,45.0,5
55342,7990000,33.1,7
55343,10500000,59.7,5
55344,18300000,38.1,16
55345,16500000,46.8,9
55347,10600000,38.0,7
55348,9700000,48.0,8
55349,8496638,41.7,4
55350,12450000,65.0,17
55351,8750000,25.3,5
55352,10519000,76.5,22
55353,35000000,83.1,11
55354,19900000,78.0,2
55355,17700000,67.2,17
55357,7170000,28.8,3
55358,48893596,74.4,17
55359,41000000,76.5,5
55360,13900000,50.5,9
55362,13750000,59.0,18
55363,5950000,38.0,1
55364,20500000,30.1,1
55365,12600000,41.9,8
55366,14086695,39.9,5
55367,25875000,65.0,7
55368,10600000,40.0,14
55369,9700000,43.2,3
55370,49585072,155.0,5
55371,14659937,30.69,43
55372,40538938,77.6,10
55373,25500000,51.2,10
55375,10860912,47.0,1
55376,12000000,82.4,1
55377,62305262,92.0,11
55378,45673066,99.5,10
55379,9500000,41.0,6
55380,11900000,55.4,7
55381,39000000,96.0,4
55382,90000000,147.0,15
55383,9600000,38.9,4
55384,11950000,37.8,9
55385,26500000,70.0,4
55386,18900000,74.0,4
55387,8500000,32.0,11
55389,9800000,46.0,2
55390,9600000,38.7,10
55391,18024367,45.71,7
55393,38300000,89.0,4
55394,9500000,43.0,4
55395,9390000,28.3,2
55396,13000000,50.6,3
55397,17749473,84.1,12
55399,12000000,31.0,9
55400,29423956,95.1,14
55401,21900000,75.8,1
55402,19000000,84.0,11
55403,23000000,78.0,4
55405,10500000,63.0,13
55406,39450000,95.0,13
55407,14857265,80.09,6
55408,8000000,44.0,3
55409,21892661,49.0,2
55410,14236956,38.7,49
55411,9500000,78.0,4
55412,57570000,73.0,7
55413,18700000,74.5,4
55414,11766074,62.9,12
55415,9300000,60.1,7
55417,14700000,67.0,3
55418,9911854,37.0,7
55419,14099097,43.4,23
55420,12024969,38.0,16
55421,9000000,23.6,22
55422,8300000,55.0,1
55423,25800000,53.2,14
55424,9577312,55.3,3
55425,40900000,62.0,16
55426,31900000,102.6,13
55427,11741738,45.8,26
55428,8700000,32.7,6
55429,28500000,39.5,5
55430,21000000,70.0,11
55431,9250000,38.1,3
55432,11233209,40.5,15
55433,13000000,64.0,2
55434,16000000,45.0,5
55435,9500000,35.0,7
55437,75000000,120.9,14
55438,19523790,36.9,9
55439,12000000,64.0,14
55440,20200000,84.0,3
55441,29345347,77.7,12
55442,39000000,84.3,24
55443,16478654,85.9,20
55444,9700000,37.0,11
55445,9400000,40.3,3
55446,10050000,26.2,2
55447,9200000,54.0,12
55448,18300000,73.0,13
55449,13885560,41.4,16
55450,17300000,55.9,18
55451,56881125,69.9,4
55452,14000000,77.6,9
55453,9700000,56.0,13
55454,13500000,57.4,4
55455,16054711,83.6,9
55456,45350880,105.96,31
55457,16000000,71.7,11
55458,13200000,33.0,3
55459,13700000,87.3,9
55460,36916240,65.0,5
55461,6550000,23.9,7
55462,17000000,73.0,6
55463,20990000,85.0,3
55464,8500000,57.5,17
55465,7850000,55.0,12
55466,24000000,136.0,19
55467,32279472,66.0,5
55469,8295000,68.8,2
55470,5550000,23.7,1
55471,23978880,66.0,24
55472,13800000,57.0,12
55473,16700000,43.7,12
55474,14500000,65.0,4
55475,15825356,38.8,18
55477,12500000,42.3,2
55478,15660902,71.0,17
55479,8500000,47.9,6
55480,20020353,62.4,20
55481,5800000,34.25,6
55482,17300000,69.1,8
55483,20690000,58.0,10
55484,8600000,39.5,12
55485,26000000,45.87,24
55487,16350000,58.8,4
55488,7000000,54.9,6
55489,42000000,107.1,4
55490,22064036,55.0,36
55491,18500000,82.0,12
55492,12800000,51.0,8
55493,85750278,126.94,19
55494,9368975,37.42,11
55495,62040000,115.0,22
55496,11800000,44.4,9
55497,16680200,53.0,4
55498,12749959,57.6,18
55499,15000000,68.3,13
55500,10505044,53.8,2
55501,13200000,79.1,5
55503,48000000,70.0,15
55504,14200000,43.0,4
55505,19500000,83.7,3
55506,15100000,55.1,2
55507,34094551,97.76,28
55508,25000000,71.5,10
55509,11500000,77.0,1
55510,13200000,55.0,11
55511,7900000,40.5,3
55512,14600000,28.5,8
55513,16639691,65.0,6
55514,70324200,144.7,19
55516,9500000,31.7,10
55517,13353754,30.5,36
55518,15450000,57.8,4
55519,24101279,65.8,4
55521,21466809,74.3,23
55522,11700000,38.9,14
55524,18500000,54.4,11
55525,14000000,66.0,4
55526,35700000,112.0,12
55527,6150000,31.0,4
55528,20500000,72.9,22
55529,9900000,59.0,2
55530,54683420,111.1,3
55531,7800000,53.5,15
55532,13400000,61.9,17
55533,24500000,66.4,5
55534,7200000,29.5,7
55535,22000000,44.4,10
55536,62200000,77.75,5
55537,23300000,56.7,6
55538,10800000,37.7,5
55539,10650000,65.0,2
55540,18500000,87.5,7
55541,129000000,110.8,12
55542,10841612,40.74,11
55543,49999000,113.4,6
55544,10400000,58.2,16
55545,125000000,150.0,18
55546,18000000,76.5,8
55547,20555358,62.0,16
55548,54266140,121.0,36
55549,12300000,57.8,5
55550,13810748,61.6,16
55551,23983500,54.2,2
55552,8000000,41.82,6
55553,11650000,64.2,1
55554,17500000,53.45,2
55555,8500000,54.95,3
55556,19750000,72.0,1
55558,13500000,59.0,4
55559,12930000,67.3,20
55560,12800000,61.5,3
55561,38226870,67.1,10
55562,21100000,70.7,9
55563,16500000,67.0,2
55564,10100000,42.0,4
55565,12500000,52.5,15
55566,74000000,125.0,4
55567,9150000,54.0,4
55568,5699000,35.0,15
55569,25667567,64.9,15
55570,16943500,61.0,5
55572,18500000,66.0,10
55573,6050000,41.0,5
55575,11538000,71.8,8
55576,10870639,24.4,22
55577,15000000,39.2,12
55578,5975000,47.0,15
55579,16400000,47.4,4
55580,11574887,27.0,16
55582,9300000,61.1,13
55583,18500000,40.0,7
55584,11700000,44.6,3
55585,126500000,115.0,3
55586,11000000,45.3,1
55588,10000000,49.7,11
55589,10990000,43.0,3
55590,19620652,57.0,12
55591,48480000,87.15,26
55593,14233513,62.0,3
55594,14500000,56.6,7
55595,14995000,65.3,5
55596,9885091,40.5,9
55597,13000000,63.0,22
55599,9090000,36.0,1
55600,7899900,47.5,2
55601,11500000,33.9,22
55602,16160867,72.4,6
55603,31000000,68.0,8
55604,23900000,87.9,3
55605,25527302,65.24,13
55606,13190000,50.5,2
55607,10940000,39.1,5
55608,14550000,75.2,10
55609,55884209,92.0,9
55610,14000000,32.0,3
55611,12566298,42.0,2
55612,19506482,69.26,4
55613,19800000,76.0,8
55614,11250000,37.8,8
55615,14000000,45.0,6
55617,23350000,105.7,5
55618,15650000,60.0,2
55619,35000000,100.0,15
55620,9205315,25.0,10
55621,19000000,86.0,2
55622,14900000,58.4,15
55623,7165941,34.42,15
55624,5100000,24.9,3
55625,47000000,112.0,15
55626,8500000,60.7,13
55627,8200000,46.0,8
55628,18000000,66.0,3
55629,49250000,117.0,3
55630,15200000,60.0,24
55631,12700000,70.4,17
55632,8500000,32.5,6
55633,20051255,62.3,3
55634,20200000,63.88,9
55635,8927788,36.0,32
55636,31597000,88.4,34
55637,8000000,34.7,4
55638,12604100,40.0,10
55640,30828000,44.0,10
55641,15500000,111.8,3
55642,19324935,59.37,22
55643,11750000,47.5,16
55644,20623276,62.0,11
55645,24684692,67.0,31
55646,10300000,57.9,9
55647,7699000,42.0,13
55648,21914279,52.99,37
55649,19500000,87.0,10
55650,25900000,50.0,6
55651,85000000,135.0,20
55652,11900000,52.7,11
55653,40000000,90.0,7
55654,7197000,48.0,4
55655,7500000,33.4,24
